,title,overview,original_language,release_date,popularity,vote_count,vote_average
5397,Dash Films Presents: The Prince of Detroit,"WHEN HIS PARENTS ARE BETRAYED AND CONSPIRED AGAINST, THEY’RE LEFT WITH NOTHING. A YOUNG TONY MUST DO AWAY WITH HIS ENTITLEMENT, THEN USE BOTH HIS PARENTS’ TEACHINGS AND EXPERIENCES TO REGAIN THEIR FORTUNE AND RESTORE HIS POSITION AS THE PRINCE OF DETROIT.",en,2023-06-23,17.896,0,0.0
5398,The Monkey King 3,"The third installment of the blockbuster fantasy series sees the return of the Monkey King in his most action-packed adventure yet! While continuing their epic journey to the West, the Monkey King and his companions are taken captive by the Queen of an all-female land, who believes them to be part of an ancient prophecy heralding the fall of her kingdom. With a lot of sorcery and a little bit of charm, the travelers devise a plan to escape. But when their trickery angers the mighty River God, they realize they might just bring about the foretold destruction - unless they can find a way to quell her wrath.",zh,2018-02-16,17.89,37,5.5
5399,Asterix: The Mansions of the Gods,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",fr,2014-11-26,17.889,1198,6.8
5400,I Love You Phillip Morris,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",en,2009-01-18,17.886,1468,6.4
5401,Beautiful Boy,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",en,2018-10-12,17.884,2164,7.6
5402,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",en,2000-07-21,17.883,1602,6.4
5403,Goodnight Mommy,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",en,2022-09-16,17.882,311,6.2
5404,Puella Magi Madoka Magica the Movie Part III: Rebellion,"Following Madoka's rewriting of the universe, sacrificing herself and her happy normal days to save all magical girls from the cruel fate that awaited them by wiping witches out of existence, the despair still manifest into creatures known as nightmares. Magical girl Homura Akemi continues to fight alone in the hope that she will be able to see Madoka smile again.",ja,2013-10-26,17.882,152,7.7
5405,Mean Girls 2,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.",en,2011-01-23,17.882,1125,5.2
5406,Child of Kamiari Month,"A year after losing her mother, a young girl learns that she must journey across Japan to the annual gathering of gods in the sacred land of Izumo.",ja,2021-10-08,17.881,47,6.5
5407,American Murderer,"The True story of how charismatic con man Jason Derek Brown bankrolls his extravagant lifestyle through a series of scams. On Brown’s trail: Lance Leising, a dogged FBI special agent determined to put Brown behind bars. When Brown’s funds run low and his past catches up with him, he plots his most elaborate scheme yet, pitting himself against Leising in a deadly game of cat and mouse — and becoming the most unlikely and elusive fugitive on the FBI’s most-wanted list.",en,2022-10-21,17.877,35,6.4
5408,Body of Evidence,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",en,1993-01-15,17.877,255,5.0
5409,Little Nicky,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",en,2000-11-10,17.876,1612,5.9
5410,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,"The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City.",en,2016-06-21,17.875,115,7.0
5411,Vantage Point,The attempted assassination of the American president is told and re-told from several different perspectives.,en,2008-02-01,17.875,1836,6.4
5412,The Haunting,Dr. David Marrow invites three distinct individuals to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself — and they soon see the true nature of its horror.,en,1999-07-23,17.872,1215,5.4
5413,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,en,2016-02-19,17.871,1929,6.0
5414,MILF,"Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age.",fr,2018-05-02,17.87,500,5.8
5415,48 Hrs.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",en,1982-12-07,17.869,1272,6.7
5416,Avengers Grimm: Time Wars,"When Rumpelstiltskin tries to take over Earth once and for all, The Avengers Grimm must track him down through time in order to defeat him.",en,2018-05-01,17.867,52,4.7
5417,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",en,1998-02-06,17.862,425,6.2
5418,Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",en,1992-06-04,17.859,1401,6.7
5419,Convoy,"Trucker Rubber Duck and his buddies Pig Pen, Widow Woman and Spider Mike use their CB radios to warn one another of the presence of cops. But conniving Sheriff Wallace is hip to the truckers' tactics, and begins tricking the drivers through his own CB broadcasts. Facing constant harassment from the law, Rubber Duck and his pals use their radios to coordinate a vast convoy and rule the road.",en,1978-06-27,17.859,304,6.3
5420,My Best Friend's Exorcism,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",en,2022-09-29,17.857,162,5.9
5421,Batman and Harley Quinn,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",en,2017-08-14,17.853,527,6.1
5422,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,en,1950-08-10,17.852,2244,8.4
